dataset,exposure,exposure_label,outcome,outcome_label,APP_REGION,Caregiving_MentalHealth2,weighted_n,raw_n,row_pct,row_raw_n,MedConditions_Depression,FreqUseInternet,Internet_Cell2,Internet_HighSpeed2,Electronic2_HealthInfo,TestSource_HCPCounselor,RiskTest_Counselor,SharedRes4_Counselor,UndGenTest3_Counselor,UseInternet,Internet_DialUp,Internet_HighSpeed,Internet_Cell
HINTS6_2022,APP_REGION,Appalachian Subregion,TestSource_HCPCounselor,G2. From which of the following sources did you read or hear anything about gene,-9.0,,7322.0,44,0.007200895342135957,5932,,,,,,-9.0,,,,,,,
HINTS6_2022,APP_REGION,Appalachian Subregion,TestSource_HCPCounselor,G2. From which of the following sources did you read or hear anything about gene,-9.0,,1819.0,9,0.0017889140436144915,5932,,,,,,-2.0,,,,,,,
HINTS6_2022,APP_REGION,Appalachian Subregion,TestSource_HCPCounselor,G2. From which of the following sources did you read or hear anything about gene,-9.0,,-1043.0,149,-0.0010257489540901124,5932,,,,,,-7.0,,,,,,,
HINTS6_2022,APP_REGION,Appalachian Subregion,TestSource_HCPCounselor,G2. From which of the following sources did you read or hear anything about gene,1.0,,30930.0,168,0.5340585340585341,320,,,,,,2.0,,,,,,,
HINTS6_2022,APP_REGION,Appalachian Subregion,TestSource_HCPCounselor,G2. From which of the following sources did you read or hear anything about gene,1.0,,13720.0,71,0.23689890356557022,320,,,,,,-1.0,,,,,,,
HINTS6_2022,APP_REGION,Appalachian Subregion,TestSource_HCPCounselor,G2. From which of the following sources did you read or hear anything about gene,1.0,,12177.0,68,0.21025641025641026,320,,,,,,1.0,,,,,,,
HINTS6_2022,APP_REGION,Appalachian Subregion,TestSource_HCPCounselor,G2. From which of the following sources did you read or hear anything about gene,1.0,,666.0,4,0.0114996114996115,320,,,,,,-6.0,,,,,,,
HINTS6_2022,APP_REGION,Appalachian Subregion,TestSource_HCPCounselor,G2. From which of the following sources did you read or hear anything about gene,1.0,,464.0,3,0.008011741345074678,320,,,,,,-9.0,,,,,,,
HINTS6_2022,APP_REGION,Appalachian Subregion,TestSource_HCPCounselor,G2. From which of the following sources did you read or hear anything about gene,1.0,,-42.0,6,-0.0007252007252007252,320,,,,,,-7.0,,,,,,,
HINTS6_2022,APP_REGION,Appalachian Subregion,RiskTest_Counselor,G4. If you had a genetic test for disease risk (including prenatal carrier testi,-9.0,,697354.0,3936,0.6858198812373503,5932,,,,,,,-1.0,,,,,,
HINTS6_2022,APP_REGION,Appalachian Subregion,RiskTest_Counselor,G4. If you had a genetic test for disease risk (including prenatal carrier testi,-9.0,,260024.0,1475,0.25572324644134936,5932,,,,,,,2.0,,,,,,
HINTS6_2022,APP_REGION,Appalachian Subregion,RiskTest_Counselor,G4. If you had a genetic test for disease risk (including prenatal carrier testi,-9.0,,26173.0,151,0.02574010294861027,5932,,,,,,,1.0,,,,,,
HINTS6_2022,APP_REGION,Appalachian Subregion,RiskTest_Counselor,G4. If you had a genetic test for disease risk (including prenatal carrier testi,-9.0,,18272.0,127,0.01796978416983177,5932,,,,,,,-6.0,,,,,,
HINTS6_2022,APP_REGION,Appalachian Subregion,RiskTest_Counselor,G4. If you had a genetic test for disease risk (including prenatal carrier testi,-9.0,,15464.0,87,0.01520822802114046,5932,,,,,,,-9.0,,,,,,
HINTS6_2022,APP_REGION,Appalachian Subregion,RiskTest_Counselor,G4. If you had a genetic test for disease risk (including prenatal carrier testi,-9.0,,595.0,4,0.0005851587993131514,5932,,,,,,,-2.0,,,,,,
HINTS6_2022,APP_REGION,Appalachian Subregion,RiskTest_Counselor,G4. If you had a genetic test for disease risk (including prenatal carrier testi,-9.0,,-1064.0,152,-0.0010464016175952826,5932,,,,,,,-7.0,,,,,,
HINTS6_2022,APP_REGION,Appalachian Subregion,RiskTest_Counselor,G4. If you had a genetic test for disease risk (including prenatal carrier testi,1.0,,43975.0,235,0.7593024259690926,320,,,,,,,-1.0,,,,,,
HINTS6_2022,APP_REGION,Appalachian Subregion,RiskTest_Counselor,G4. If you had a genetic test for disease risk (including prenatal carrier testi,1.0,,12503.0,70,0.21588534921868255,320,,,,,,,2.0,,,,,,
HINTS6_2022,APP_REGION,Appalachian Subregion,RiskTest_Counselor,G4. If you had a genetic test for disease risk (including prenatal carrier testi,1.0,,938.0,6,0.016196149529482864,320,,,,,,,-6.0,,,,,,
HINTS6_2022,APP_REGION,Appalachian Subregion,RiskTest_Counselor,G4. If you had a genetic test for disease risk (including prenatal carrier testi,1.0,,376.0,2,0.0064922731589398255,320,,,,,,,-9.0,,,,,,
HINTS6_2022,APP_REGION,Appalachian Subregion,RiskTest_Counselor,G4. If you had a genetic test for disease risk (including prenatal carrier testi,1.0,,165.0,1,0.002849002849002849,320,,,,,,,1.0,,,,,,
HINTS6_2022,APP_REGION,Appalachian Subregion,RiskTest_Counselor,G4. If you had a genetic test for disease risk (including prenatal carrier testi,1.0,,-42.0,6,-0.0007252007252007252,320,,,,,,,-7.0,,,,,,
HINTS6_2022,APP_REGION,Appalachian Subregion,SharedRes4_Counselor,"G7. If you had any genetic test, who did you share the results with? Genetic cou",-9.0,,697236.0,3935,0.6857038329376546,5932,,,,,,,,-1.0,,,,,
HINTS6_2022,APP_REGION,Appalachian Subregion,SharedRes4_Counselor,"G7. If you had any genetic test, who did you share the results with? Genetic cou",-9.0,,246073.0,1396,0.24200299365274808,5932,,,,,,,,2.0,,,,,
HINTS6_2022,APP_REGION,Appalachian Subregion,SharedRes4_Counselor,"G7. If you had any genetic test, who did you share the results with? Genetic cou",-9.0,,29259.0,166,0.028775061023703356,5932,,,,,,,,-9.0,,,,,
HINTS6_2022,APP_REGION,Appalachian Subregion,SharedRes4_Counselor,"G7. If you had any genetic test, who did you share the results with? Genetic cou",-9.0,,25414.0,143,0.024993656681923413,5932,,,,,,,,1.0,,,,,
HINTS6_2022,APP_REGION,Appalachian Subregion,SharedRes4_Counselor,"G7. If you had any genetic test, who did you share the results with? Genetic cou",-9.0,,19201.0,133,0.018883418664893816,5932,,,,,,,,-6.0,,,,,
HINTS6_2022,APP_REGION,Appalachian Subregion,SharedRes4_Counselor,"G7. If you had any genetic test, who did you share the results with? Genetic cou",-9.0,,713.0,5,0.0007012070990088688,5932,,,,,,,,-2.0,,,,,
HINTS6_2022,APP_REGION,Appalachian Subregion,SharedRes4_Counselor,"G7. If you had any genetic test, who did you share the results with? Genetic cou",-9.0,,-1078.0,154,-0.0010601700599320626,5932,,,,,,,,-7.0,,,,,
HINTS6_2022,APP_REGION,Appalachian Subregion,SharedRes4_Counselor,"G7. If you had any genetic test, who did you share the results with? Genetic cou",1.0,,43850.0,234,0.7571440904774238,320,,,,,,,,-1.0,,,,,
HINTS6_2022,APP_REGION,Appalachian Subregion,SharedRes4_Counselor,"G7. If you had any genetic test, who did you share the results with? Genetic cou",1.0,,10721.0,60,0.18511611844945178,320,,,,,,,,2.0,,,,,
HINTS6_2022,APP_REGION,Appalachian Subregion,SharedRes4_Counselor,"G7. If you had any genetic test, who did you share the results with? Genetic cou",1.0,,1653.0,9,0.028541828541828542,320,,,,,,,,-9.0,,,,,
HINTS6_2022,APP_REGION,Appalachian Subregion,SharedRes4_Counselor,"G7. If you had any genetic test, who did you share the results with? Genetic cou",1.0,,938.0,6,0.016196149529482864,320,,,,,,,,-6.0,,,,,
HINTS6_2022,APP_REGION,Appalachian Subregion,SharedRes4_Counselor,"G7. If you had any genetic test, who did you share the results with? Genetic cou",1.0,,670.0,4,0.011568678235344902,320,,,,,,,,1.0,,,,,
HINTS6_2022,APP_REGION,Appalachian Subregion,SharedRes4_Counselor,"G7. If you had any genetic test, who did you share the results with? Genetic cou",1.0,,125.0,1,0.002158335491668825,320,,,,,,,,-2.0,,,,,
HINTS6_2022,APP_REGION,Appalachian Subregion,SharedRes4_Counselor,"G7. If you had any genetic test, who did you share the results with? Genetic cou",1.0,,-42.0,6,-0.0007252007252007252,320,,,,,,,,-7.0,,,,,
HINTS6_2022,APP_REGION,Appalachian Subregion,UndGenTest3_Counselor,"G10. If you had any genetic test, who helped you understand the results? Genetic",-9.0,,695748.0,3927,0.6842404442092882,5932,,,,,,,,,-1.0,,,,
HINTS6_2022,APP_REGION,Appalachian Subregion,UndGenTest3_Counselor,"G10. If you had any genetic test, who helped you understand the results? Genetic",-9.0,,232358.0,1310,0.2285148374635382,5932,,,,,,,,,2.0,,,,
HINTS6_2022,APP_REGION,Appalachian Subregion,UndGenTest3_Counselor,"G10. If you had any genetic test, who helped you understand the results? Genetic",-9.0,,37614.0,215,0.0369918707182603,5932,,,,,,,,,1.0,,,,
HINTS6_2022,APP_REGION,Appalachian Subregion,UndGenTest3_Counselor,"G10. If you had any genetic test, who helped you understand the results? Genetic",-9.0,,30800.0,177,0.030290573140916075,5932,,,,,,,,,-9.0,,,,
HINTS6_2022,APP_REGION,Appalachian Subregion,UndGenTest3_Counselor,"G10. If you had any genetic test, who helped you understand the results? Genetic",-9.0,,19196.0,133,0.01887850136405925,5932,,,,,,,,,-6.0,,,,
HINTS6_2022,APP_REGION,Appalachian Subregion,UndGenTest3_Counselor,"G10. If you had any genetic test, who helped you understand the results? Genetic",-9.0,,2201.0,13,0.002164595827375204,5932,,,,,,,,,-2.0,,,,
HINTS6_2022,APP_REGION,Appalachian Subregion,UndGenTest3_Counselor,"G10. If you had any genetic test, who helped you understand the results? Genetic",-9.0,,-1099.0,157,-0.0010808227234372326,5932,,,,,,,,,-7.0,,,,
HINTS6_2022,APP_REGION,Appalachian Subregion,UndGenTest3_Counselor,"G10. If you had any genetic test, who helped you understand the results? Genetic",1.0,,43850.0,234,0.7571440904774238,320,,,,,,,,,-1.0,,,,
HINTS6_2022,APP_REGION,Appalachian Subregion,UndGenTest3_Counselor,"G10. If you had any genetic test, who helped you understand the results? Genetic",1.0,,11202.0,63,0.19342139342139342,320,,,,,,,,,2.0,,,,
HINTS6_2022,APP_REGION,Appalachian Subregion,UndGenTest3_Counselor,"G10. If you had any genetic test, who helped you understand the results? Genetic",1.0,,1272.0,6,0.021963221963221962,320,,,,,,,,,-9.0,,,,
HINTS6_2022,APP_REGION,Appalachian Subregion,UndGenTest3_Counselor,"G10. If you had any genetic test, who helped you understand the results? Genetic",1.0,,938.0,6,0.016196149529482864,320,,,,,,,,,-6.0,,,,
HINTS6_2022,APP_REGION,Appalachian Subregion,UndGenTest3_Counselor,"G10. If you had any genetic test, who helped you understand the results? Genetic",1.0,,570.0,4,0.009842009842009843,320,,,,,,,,,1.0,,,,
HINTS6_2022,APP_REGION,Appalachian Subregion,UndGenTest3_Counselor,"G10. If you had any genetic test, who helped you understand the results? Genetic",1.0,,125.0,1,0.002158335491668825,320,,,,,,,,,-2.0,,,,
HINTS6_2022,APP_REGION,Appalachian Subregion,UndGenTest3_Counselor,"G10. If you had any genetic test, who helped you understand the results? Genetic",1.0,,-42.0,6,-0.0007252007252007252,320,,,,,,,,,-7.0,,,,
HINTS6_2022,APP_REGION,Appalachian Subregion,MedConditions_Depression,H6e. Has a doctor or other health professional ever told you that you had depres,-9.0,,735661.0,4208,0.7234932898512811,5932,2.0,,,,,,,,,,,,
HINTS6_2022,APP_REGION,Appalachian Subregion,MedConditions_Depression,H6e. Has a doctor or other health professional ever told you that you had depres,-9.0,,275745.0,1490,0.2711842237253865,5932,1.0,,,,,,,,,,,,
HINTS6_2022,APP_REGION,Appalachian Subregion,MedConditions_Depression,H6e. Has a doctor or other health professional ever told you that you had depres,-9.0,,6574.0,68,0.006465267137285138,5932,-9.0,,,,,,,,,,,,
HINTS6_2022,APP_REGION,Appalachian Subregion,MedConditions_Depression,H6e. Has a doctor or other health professional ever told you that you had depres,-9.0,,-1162.0,166,-0.0011427807139527428,5932,-7.0,,,,,,,,,,,,
HINTS6_2022,APP_REGION,Appalachian Subregion,MedConditions_Depression,H6e. Has a doctor or other health professional ever told you that you had depres,1.0,,41385.0,225,0.7145817145817146,320,2.0,,,,,,,,,,,,
HINTS6_2022,APP_REGION,Appalachian Subregion,MedConditions_Depression,H6e. Has a doctor or other health professional ever told you that you had depres,1.0,,16581.0,88,0.2862988862988863,320,1.0,,,,,,,,,,,,
HINTS6_2022,APP_REGION,Appalachian Subregion,MedConditions_Depression,H6e. Has a doctor or other health professional ever told you that you had depres,1.0,,-9.0,1,-0.0001554001554001554,320,-9.0,,,,,,,,,,,,
HINTS6_2022,APP_REGION,Appalachian Subregion,MedConditions_Depression,H6e. Has a doctor or other health professional ever told you that you had depres,1.0,,-42.0,6,-0.0007252007252007252,320,-7.0,,,,,,,,,,,,
HINTS6_2022,UseInternet,"B1. Do you ever go on-line to access the Internet or World Wide Web, or to send ",Caregiving_MentalHealth2,F3. (For the individual to whom you provide the most care) For which conditions ,,-1.0,747840.0,4205,0.8361499801539606,5166,,,,,,,,,,1.0,,,
HINTS6_2022,UseInternet,"B1. Do you ever go on-line to access the Internet or World Wide Web, or to send ",Caregiving_MentalHealth2,F3. (For the individual to whom you provide the most care) For which conditions ,,2.0,103565.0,581,0.11579465219117047,5166,,,,,,,,,,1.0,,,
HINTS6_2022,UseInternet,"B1. Do you ever go on-line to access the Internet or World Wide Web, or to send ",Caregiving_MentalHealth2,F3. (For the individual to whom you provide the most care) For which conditions ,,1.0,36153.0,197,0.040422189549243336,5166,,,,,,,,,,1.0,,,
HINTS6_2022,UseInternet,"B1. Do you ever go on-line to access the Internet or World Wide Web, or to send ",Caregiving_MentalHealth2,F3. (For the individual to whom you provide the most care) For which conditions ,,-6.0,4726.0,31,0.005284077885921611,5166,,,,,,,,,,1.0,,,
HINTS6_2022,UseInternet,"B1. Do you ever go on-line to access the Internet or World Wide Web, or to send ",Caregiving_MentalHealth2,F3. (For the individual to whom you provide the most care) For which conditions ,,-9.0,2117.0,12,0.002366989607383845,5166,,,,,,,,,,1.0,,,
HINTS6_2022,UseInternet,"B1. Do you ever go on-line to access the Internet or World Wide Web, or to send ",Caregiving_MentalHealth2,F3. (For the individual to whom you provide the most care) For which conditions ,,-2.0,929.0,5,0.0010387025721585222,5166,,,,,,,,,,1.0,,,
HINTS6_2022,UseInternet,"B1. Do you ever go on-line to access the Internet or World Wide Web, or to send ",Caregiving_MentalHealth2,F3. (For the individual to whom you provide the most care) For which conditions ,,-7.0,-945.0,135,-0.0010565919598383247,5166,,,,,,,,,,1.0,,,
HINTS6_2022,UseInternet,"B1. Do you ever go on-line to access the Internet or World Wide Web, or to send ",Caregiving_MentalHealth2,F3. (For the individual to whom you provide the most care) For which conditions ,,-1.0,147954.0,874,0.8215193949960578,1084,,,,,,,,,,2.0,,,
HINTS6_2022,UseInternet,"B1. Do you ever go on-line to access the Internet or World Wide Web, or to send ",Caregiving_MentalHealth2,F3. (For the individual to whom you provide the most care) For which conditions ,,2.0,19289.0,110,0.10710279958689158,1084,,,,,,,,,,2.0,,,
HINTS6_2022,UseInternet,"B1. Do you ever go on-line to access the Internet or World Wide Web, or to send ",Caregiving_MentalHealth2,F3. (For the individual to whom you provide the most care) For which conditions ,,1.0,4931.0,27,0.027379537807193863,1084,,,,,,,,,,2.0,,,
HINTS6_2022,UseInternet,"B1. Do you ever go on-line to access the Internet or World Wide Web, or to send ",Caregiving_MentalHealth2,F3. (For the individual to whom you provide the most care) For which conditions ,,-6.0,4287.0,35,0.02380370687070373,1084,,,,,,,,,,2.0,,,
HINTS6_2022,UseInternet,"B1. Do you ever go on-line to access the Internet or World Wide Web, or to send ",Caregiving_MentalHealth2,F3. (For the individual to whom you provide the most care) For which conditions ,,-9.0,2932.0,19,0.016280025319548246,1084,,,,,,,,,,2.0,,,
HINTS6_2022,UseInternet,"B1. Do you ever go on-line to access the Internet or World Wide Web, or to send ",Caregiving_MentalHealth2,F3. (For the individual to whom you provide the most care) For which conditions ,,-2.0,810.0,4,0.004497551333163056,1084,,,,,,,,,,2.0,,,
HINTS6_2022,UseInternet,"B1. Do you ever go on-line to access the Internet or World Wide Web, or to send ",Caregiving_MentalHealth2,F3. (For the individual to whom you provide the most care) For which conditions ,,-7.0,-105.0,15,-0.0005830159135581739,1084,,,,,,,,,,2.0,,,
HINTS6_2022,UseInternet,"B1. Do you ever go on-line to access the Internet or World Wide Web, or to send ",TestSource_HCPCounselor,G2. From which of the following sources did you read or hear anything about gene,,,504767.0,2823,0.5643732844356737,5166,,,,,,2.0,,,,1.0,,,
HINTS6_2022,UseInternet,"B1. Do you ever go on-line to access the Internet or World Wide Web, or to send ",TestSource_HCPCounselor,G2. From which of the following sources did you read or hear anything about gene,,,242199.0,1378,0.27079948791627767,5166,,,,,,1.0,,,,1.0,,,
HINTS6_2022,UseInternet,"B1. Do you ever go on-line to access the Internet or World Wide Web, or to send ",TestSource_HCPCounselor,G2. From which of the following sources did you read or hear anything about gene,,,134927.0,742,0.150860088217043,5166,,,,,,-1.0,,,,1.0,,,
HINTS6_2022,UseInternet,"B1. Do you ever go on-line to access the Internet or World Wide Web, or to send ",TestSource_HCPCounselor,G2. From which of the following sources did you read or hear anything about gene,,,8327.0,53,0.009310308200607121,5166,,,,,,-6.0,,,,1.0,,,
HINTS6_2022,UseInternet,"B1. Do you ever go on-line to access the Internet or World Wide Web, or to send ",TestSource_HCPCounselor,G2. From which of the following sources did you read or hear anything about gene,,,4119.0,26,0.00460539924081911,5166,,,,,,-9.0,,,,1.0,,,
HINTS6_2022,UseInternet,"B1. Do you ever go on-line to access the Internet or World Wide Web, or to send ",TestSource_HCPCounselor,G2. From which of the following sources did you read or hear anything about gene,,,1019.0,5,0.0011393303778574103,5166,,,,,,-2.0,,,,1.0,,,
HINTS6_2022,UseInternet,"B1. Do you ever go on-line to access the Internet or World Wide Web, or to send ",TestSource_HCPCounselor,G2. From which of the following sources did you read or hear anything about gene,,,-973.0,139,-0.0010878983882779787,5166,,,,,,-7.0,,,,1.0,,,
HINTS6_2022,UseInternet,"B1. Do you ever go on-line to access the Internet or World Wide Web, or to send ",TestSource_HCPCounselor,G2. From which of the following sources did you read or hear anything about gene,,,84740.0,494,0.4705216049039967,1084,,,,,,-1.0,,,,2.0,,,
HINTS6_2022,UseInternet,"B1. Do you ever go on-line to access the Internet or World Wide Web, or to send ",TestSource_HCPCounselor,G2. From which of the following sources did you read or hear anything about gene,,,62380.0,368,0.34636697797865607,1084,,,,,,2.0,,,,2.0,,,
HINTS6_2022,UseInternet,"B1. Do you ever go on-line to access the Internet or World Wide Web, or to send ",TestSource_HCPCounselor,G2. From which of the following sources did you read or hear anything about gene,,,23044.0,135,0.1279525591622339,1084,,,,,,1.0,,,,2.0,,,
HINTS6_2022,UseInternet,"B1. Do you ever go on-line to access the Internet or World Wide Web, or to send ",TestSource_HCPCounselor,G2. From which of the following sources did you read or hear anything about gene,,,5579.0,46,0.030977578873724307,1084,,,,,,-6.0,,,,2.0,,,
HINTS6_2022,UseInternet,"B1. Do you ever go on-line to access the Internet or World Wide Web, or to send ",TestSource_HCPCounselor,G2. From which of the following sources did you read or hear anything about gene,,,3667.0,21,0.020361136714455462,1084,,,,,,-9.0,,,,2.0,,,
HINTS6_2022,UseInternet,"B1. Do you ever go on-line to access the Internet or World Wide Web, or to send ",TestSource_HCPCounselor,G2. From which of the following sources did you read or hear anything about gene,,,800.0,4,0.004442026008062277,1084,,,,,,-2.0,,,,2.0,,,
HINTS6_2022,UseInternet,"B1. Do you ever go on-line to access the Internet or World Wide Web, or to send ",TestSource_HCPCounselor,G2. From which of the following sources did you read or hear anything about gene,,,-112.0,16,-0.0006218836411287188,1084,,,,,,-7.0,,,,2.0,,,
HINTS6_2022,UseInternet,"B1. Do you ever go on-line to access the Internet or World Wide Web, or to send ",RiskTest_Counselor,G4. If you had a genetic test for disease risk (including prenatal carrier testi,,,596241.0,3324,0.6666491499745635,5166,,,,,,,-1.0,,,1.0,,,
HINTS6_2022,UseInternet,"B1. Do you ever go on-line to access the Internet or World Wide Web, or to send ",RiskTest_Counselor,G4. If you had a genetic test for disease risk (including prenatal carrier testi,,,250363.0,1411,0.2799275479798968,5166,,,,,,,2.0,,,1.0,,,
HINTS6_2022,UseInternet,"B1. Do you ever go on-line to access the Internet or World Wide Web, or to send ",RiskTest_Counselor,G4. If you had a genetic test for disease risk (including prenatal carrier testi,,,23828.0,139,0.02664177060214561,5166,,,,,,,1.0,,,1.0,,,
HINTS6_2022,UseInternet,"B1. Do you ever go on-line to access the Internet or World Wide Web, or to send ",RiskTest_Counselor,G4. If you had a genetic test for disease risk (including prenatal carrier testi,,,13312.0,74,0.014883970549595532,5166,,,,,,,-9.0,,,1.0,,,
HINTS6_2022,UseInternet,"B1. Do you ever go on-line to access the Internet or World Wide Web, or to send ",RiskTest_Counselor,G4. If you had a genetic test for disease risk (including prenatal carrier testi,,,11479.0,75,0.012834517573528178,5166,,,,,,,-6.0,,,1.0,,,
HINTS6_2022,UseInternet,"B1. Do you ever go on-line to access the Internet or World Wide Web, or to send ",RiskTest_Counselor,G4. If you had a genetic test for disease risk (including prenatal carrier testi,,,156.0,1,0.00017442152987807264,5166,,,,,,,-2.0,,,1.0,,,
HINTS6_2022,UseInternet,"B1. Do you ever go on-line to access the Internet or World Wide Web, or to send ",RiskTest_Counselor,G4. If you had a genetic test for disease risk (including prenatal carrier testi,,,-994.0,142,-0.0011113782096077193,5166,,,,,,,-7.0,,,1.0,,,
HINTS6_2022,UseInternet,"B1. Do you ever go on-line to access the Internet or World Wide Web, or to send ",RiskTest_Counselor,G4. If you had a genetic test for disease risk (including prenatal carrier testi,,,144838.0,845,0.8042177036946552,1084,,,,,,,-1.0,,,2.0,,,
HINTS6_2022,UseInternet,"B1. Do you ever go on-line to access the Internet or World Wide Web, or to send ",RiskTest_Counselor,G4. If you had a genetic test for disease risk (including prenatal carrier testi,,,22164.0,134,0.1230663305533654,1084,,,,,,,2.0,,,2.0,,,
HINTS6_2022,UseInternet,"B1. Do you ever go on-line to access the Internet or World Wide Web, or to send ",RiskTest_Counselor,G4. If you had a genetic test for disease risk (including prenatal carrier testi,,,7731.0,58,0.04292662883541183,1084,,,,,,,-6.0,,,2.0,,,
HINTS6_2022,UseInternet,"B1. Do you ever go on-line to access the Internet or World Wide Web, or to send ",RiskTest_Counselor,G4. If you had a genetic test for disease risk (including prenatal carrier testi,,,2528.0,15,0.014036802185476796,1084,,,,,,,-9.0,,,2.0,,,
HINTS6_2022,UseInternet,"B1. Do you ever go on-line to access the Internet or World Wide Web, or to send ",RiskTest_Counselor,G4. If you had a genetic test for disease risk (including prenatal carrier testi,,,2510.0,13,0.013936856600295394,1084,,,,,,,1.0,,,2.0,,,
HINTS6_2022,UseInternet,"B1. Do you ever go on-line to access the Internet or World Wide Web, or to send ",RiskTest_Counselor,G4. If you had a genetic test for disease risk (including prenatal carrier testi,,,439.0,3,0.0024375617719241747,1084,,,,,,,-2.0,,,2.0,,,
HINTS6_2022,UseInternet,"B1. Do you ever go on-line to access the Internet or World Wide Web, or to send ",RiskTest_Counselor,G4. If you had a genetic test for disease risk (including prenatal carrier testi,,,-112.0,16,-0.0006218836411287188,1084,,,,,,,-7.0,,,2.0,,,
HINTS6_2022,UseInternet,"B1. Do you ever go on-line to access the Internet or World Wide Web, or to send ",SharedRes4_Counselor,"G7. If you had any genetic test, who did you share the results with? Genetic cou",,,596003.0,3322,0.6663830453328264,5166,,,,,,,,-1.0,,1.0,,,
HINTS6_2022,UseInternet,"B1. Do you ever go on-line to access the Internet or World Wide Web, or to send ",SharedRes4_Counselor,"G7. If you had any genetic test, who did you share the results with? Genetic cou",,,234409.0,1322,0.26208959228967393,5166,,,,,,,,2.0,,1.0,,,
HINTS6_2022,UseInternet,"B1. Do you ever go on-line to access the Internet or World Wide Web, or to send ",SharedRes4_Counselor,"G7. If you had any genetic test, who did you share the results with? Genetic cou",,,28431.0,159,0.03178832382027874,5166,,,,,,,,-9.0,,1.0,,,
HINTS6_2022,UseInternet,"B1. Do you ever go on-line to access the Internet or World Wide Web, or to send ",SharedRes4_Counselor,"G7. If you had any genetic test, who did you share the results with? Genetic cou",,,24148.0,138,0.026999558355741655,5166,,,,,,,,1.0,,1.0,,,
HINTS6_2022,UseInternet,"B1. Do you ever go on-line to access the Internet or World Wide Web, or to send ",SharedRes4_Counselor,"G7. If you had any genetic test, who did you share the results with? Genetic cou",,,12008.0,78,0.013425985453691643,5166,,,,,,,,-6.0,,1.0,,,
HINTS6_2022,UseInternet,"B1. Do you ever go on-line to access the Internet or World Wide Web, or to send ",SharedRes4_Counselor,"G7. If you had any genetic test, who did you share the results with? Genetic cou",,,394.0,3,0.0004405261716151322,5166,,,,,,,,-2.0,,1.0,,,
HINTS6_2022,UseInternet,"B1. Do you ever go on-line to access the Internet or World Wide Web, or to send ",SharedRes4_Counselor,"G7. If you had any genetic test, who did you share the results with? Genetic cou",,,-1008.0,144,-0.0011270314238275463,5166,,,,,,,,-7.0,,1.0,,,
HINTS6_2022,UseInternet,"B1. Do you ever go on-line to access the Internet or World Wide Web, or to send ",SharedRes4_Counselor,"G7. If you had any genetic test, who did you share the results with? Genetic cou",,,144833.0,845,0.8041899410321047,1084,,,,,,,,-1.0,,2.0,,,
HINTS6_2022,UseInternet,"B1. Do you ever go on-line to access the Internet or World Wide Web, or to send ",SharedRes4_Counselor,"G7. If you had any genetic test, who did you share the results with? Genetic cou",,,22385.0,134,0.12429344023809259,1084,,,,,,,,2.0,,2.0,,,
HINTS6_2022,UseInternet,"B1. Do you ever go on-line to access the Internet or World Wide Web, or to send ",SharedRes4_Counselor,"G7. If you had any genetic test, who did you share the results with? Genetic cou",,,8131.0,61,0.04514764183944297,1084,,,,,,,,-6.0,,2.0,,,
HINTS6_2022,UseInternet,"B1. Do you ever go on-line to access the Internet or World Wide Web, or to send ",SharedRes4_Counselor,"G7. If you had any genetic test, who did you share the results with? Genetic cou",,,2481.0,16,0.013775833157503137,1084,,,,,,,,-9.0,,2.0,,,
HINTS6_2022,UseInternet,"B1. Do you ever go on-line to access the Internet or World Wide Web, or to send ",SharedRes4_Counselor,"G7. If you had any genetic test, who did you share the results with? Genetic cou",,,1936.0,9,0.01074970293951071,1084,,,,,,,,1.0,,2.0,,,
HINTS6_2022,UseInternet,"B1. Do you ever go on-line to access the Internet or World Wide Web, or to send ",SharedRes4_Counselor,"G7. If you had any genetic test, who did you share the results with? Genetic cou",,,444.0,3,0.002465324434474564,1084,,,,,,,,-2.0,,2.0,,,
HINTS6_2022,UseInternet,"B1. Do you ever go on-line to access the Internet or World Wide Web, or to send ",SharedRes4_Counselor,"G7. If you had any genetic test, who did you share the results with? Genetic cou",,,-112.0,16,-0.0006218836411287188,1084,,,,,,,,-7.0,,2.0,,,
HINTS6_2022,UseInternet,"B1. Do you ever go on-line to access the Internet or World Wide Web, or to send ",UndGenTest3_Counselor,"G10. If you had any genetic test, who helped you understand the results? Genetic",,,595117.0,3317,0.6653924204900574,5166,,,,,,,,,-1.0,1.0,,,
HINTS6_2022,UseInternet,"B1. Do you ever go on-line to access the Internet or World Wide Web, or to send ",UndGenTest3_Counselor,"G10. If you had any genetic test, who helped you understand the results? Genetic",,,224263.0,1258,0.25074548432721927,5166,,,,,,,,,2.0,1.0,,,
HINTS6_2022,UseInternet,"B1. Do you ever go on-line to access the Internet or World Wide Web, or to send ",UndGenTest3_Counselor,"G10. If you had any genetic test, who helped you understand the results? Genetic",,,34509.0,199,0.038584054965143645,5166,,,,,,,,,1.0,1.0,,,
HINTS6_2022,UseInternet,"B1. Do you ever go on-line to access the Internet or World Wide Web, or to send ",UndGenTest3_Counselor,"G10. If you had any genetic test, who helped you understand the results? Genetic",,,28621.0,161,0.03200076029897639,5166,,,,,,,,,-9.0,1.0,,,
