variable,value,raw_n,raw_pct
AIToolDon't plan to use AI for this task,Learning about a codebase;Project planning;Writing code;Documenting code;Debugging or fixing code;Testing code;Committing and reviewing code;Deployment and monitoring;Predictive analytics;Search for answers;Generating content or synthetic data;Creating or maintaining documentation;Learning new concepts or technologies;Other (write in):,1414,0.02874509564757781
AIToolDon't plan to use AI for this task,Learning about a codebase;Project planning;Writing code;Documenting code;Debugging or fixing code;Testing code;Committing and reviewing code;Deployment and monitoring;Predictive analytics;Search for answers;Generating content or synthetic data;Creating or maintaining documentation;Learning new concepts or technologies,1174,0.023866154377833345
AIToolDon't plan to use AI for this task,Deployment and monitoring,822,0.016710373848874794
AIToolDon't plan to use AI for this task,Project planning,599,0.012177024252403894
AIToolDon't plan to use AI for this task,Project planning;Deployment and monitoring;Predictive analytics,542,0.011018275700839585
AIToolDon't plan to use AI for this task,Deployment and monitoring;Predictive analytics,462,0.009391961944258096
AIToolDon't plan to use AI for this task,Predictive analytics,429,0.008721107519668233
AIToolDon't plan to use AI for this task,Project planning;Deployment and monitoring,398,0.008090910938992906
AIToolDon't plan to use AI for this task,Project planning;Committing and reviewing code;Deployment and monitoring;Predictive analytics,326,0.006627228558069565
AIToolDon't plan to use AI for this task,Committing and reviewing code,310,0.006301965806753268
AIToolDon't plan to use AI for this task,Committing and reviewing code;Deployment and monitoring,290,0.005895387367607896
AIToolDon't plan to use AI for this task,Project planning;Predictive analytics,264,0.005366835396718912
AIToolDon't plan to use AI for this task,Learning about a codebase;Project planning;Writing code;Documenting code;Debugging or fixing code;Testing code;Committing and reviewing code;Deployment and monitoring;Predictive analytics;Generating content or synthetic data;Creating or maintaining documentation;Learning new concepts or technologies,198,0.004025126547539184
AIToolDon't plan to use AI for this task,Project planning;Committing and reviewing code;Deployment and monitoring,190,0.003862495171881035
AIToolDon't plan to use AI for this task,Committing and reviewing code;Deployment and monitoring;Predictive analytics,189,0.0038421662499237667
AIToolDon't plan to use AI for this task,Learning about a codebase;Project planning;Writing code;Documenting code;Debugging or fixing code;Testing code;Committing and reviewing code;Deployment and monitoring;Predictive analytics;Generating content or synthetic data;Creating or maintaining documentation,175,0.003557561342522006
AIToolDon't plan to use AI for this task,Project planning;Deployment and monitoring;Predictive analytics;Generating content or synthetic data,174,0.0035372324205647375
AIToolDon't plan to use AI for this task,Project planning;Documenting code;Testing code;Committing and reviewing code;Deployment and monitoring;Predictive analytics;Generating content or synthetic data;Creating or maintaining documentation,136,0.0027647333861885305
AIToolDon't plan to use AI for this task,Learning new concepts or technologies,131,0.0026630887764021874
AIToolDon't plan to use AI for this task,Project planning;Committing and reviewing code,130,0.0026427598544449186
AIToolDon't plan to use AI for this task,Generating content or synthetic data,126,0.0025614441666158443
AIToolDon't plan to use AI for this task,Testing code,121,0.0024597995568295013
AIToolDon't plan to use AI for this task,Project planning;Testing code;Committing and reviewing code;Deployment and monitoring;Predictive analytics,120,0.002439470634872233
AIToolDon't plan to use AI for this task,Learning about a codebase;Project planning;Documenting code;Testing code;Committing and reviewing code;Deployment and monitoring;Predictive analytics;Generating content or synthetic data;Creating or maintaining documentation,118,0.0023988127909576953
AIToolDon't plan to use AI for this task,Learning about a codebase;Project planning;Documenting code;Debugging or fixing code;Testing code;Committing and reviewing code;Deployment and monitoring;Predictive analytics;Generating content or synthetic data;Creating or maintaining documentation,109,0.002215852493342278
AIToolDon't plan to use AI for this task,Project planning;Testing code;Deployment and monitoring;Predictive analytics,106,0.002154865727470472
AIToolDon't plan to use AI for this task,Project planning;Committing and reviewing code;Deployment and monitoring;Predictive analytics;Generating content or synthetic data,105,0.0021345368055132037
AIToolDon't plan to use AI for this task,Project planning;Documenting code;Testing code;Committing and reviewing code;Deployment and monitoring;Predictive analytics;Creating or maintaining documentation,104,0.002114207883555935
AIToolDon't plan to use AI for this task,Writing code,103,0.0020938789615986666
AIToolPlan to partially use AI,,26635,0.5414608363318493
AIToolPlan to partially use AI,Deployment and monitoring,438,0.008904067817283649
AIToolPlan to partially use AI,Learning about a codebase,422,0.008578805065967351
AIToolPlan to partially use AI,Generating content or synthetic data,391,0.007948608485292025
AIToolPlan to partially use AI,Committing and reviewing code,390,0.007928279563334757
AIToolPlan to partially use AI,Testing code,369,0.007501372202232116
AIToolPlan to partially use AI,Project planning,343,0.0069728202313431315
AIToolPlan to partially use AI,Writing code,322,0.006545912870240491
AIToolPlan to partially use AI,Learning new concepts or technologies,304,0.006179992275009656
AIToolPlan to partially use AI,Predictive analytics,285,0.005793742757821553
AIToolPlan to partially use AI,Search for answers,276,0.005610782460206135
AIToolPlan to partially use AI,Debugging or fixing code,247,0.005021243723445346
AIToolPlan to partially use AI,Creating or maintaining documentation,212,0.004309731454940944
AIToolPlan to partially use AI,Documenting code;Creating or maintaining documentation,169,0.0034355878107783944
AIToolPlan to partially use AI,Documenting code,166,0.0033746010449065885
AIToolPlan to partially use AI,Search for answers;Learning new concepts or technologies,142,0.002886706917932142
AIToolPlan to partially use AI,Learning about a codebase;Project planning;Writing code;Documenting code;Debugging or fixing code;Testing code;Committing and reviewing code;Deployment and monitoring;Predictive analytics;Search for answers;Generating content or synthetic data;Creating or maintaining documentation;Learning new concepts or technologies,139,0.0028257201520603364
AIToolPlan to partially use AI,Writing code;Debugging or fixing code,123,0.0025004574007440384
AIToolPlan to partially use AI,Committing and reviewing code;Deployment and monitoring,116,0.002358154947043158
AIToolPlan to partially use AI,Project planning;Deployment and monitoring,113,0.0022971681811713527
AIToolPlan to partially use AI,Deployment and monitoring;Predictive analytics,96,0.0019515765078977861
AIToolPlan to partially use AI,Project planning;Committing and reviewing code,92,0.0018702608200687118
AIToolPlan to partially use AI,Testing code;Committing and reviewing code,90,0.0018296029761541745
AIToolPlan to partially use AI,Project planning;Predictive analytics,85,0.0017279583663678316
AIToolPlan to partially use AI,Writing code;Search for answers,85,0.0017279583663678316
AIToolPlan to partially use AI,Learning about a codebase;Learning new concepts or technologies,85,0.0017279583663678316
AIToolPlan to partially use AI,Writing code;Testing code,84,0.0017076294444105628
AIToolPlan to partially use AI,Learning about a codebase;Committing and reviewing code,83,0.0016873005224532943
AIToolPlan to partially use AI,Learning about a codebase;Testing code,81,0.0016466426785387571
AIToolPlan to partially use AI,Testing code;Generating content or synthetic data,81,0.0016466426785387571
AIToolPlan to mostly use AI,,36373,0.739423878351731
AIToolPlan to mostly use AI,Generating content or synthetic data,810,0.01646642678538757
AIToolPlan to mostly use AI,Creating or maintaining documentation,484,0.009839198227318005
AIToolPlan to mostly use AI,Testing code,427,0.008680449675753694
AIToolPlan to mostly use AI,Predictive analytics,421,0.008558476144010084
AIToolPlan to mostly use AI,Search for answers,409,0.00831452908052286
AIToolPlan to mostly use AI,Learning about a codebase,404,0.008212884470736518
AIToolPlan to mostly use AI,Documenting code,388,0.007887621719420219
AIToolPlan to mostly use AI,Documenting code;Creating or maintaining documentation,341,0.006932162387428595
AIToolPlan to mostly use AI,Learning new concepts or technologies,260,0.005285519708889837
AIToolPlan to mostly use AI,Committing and reviewing code,213,0.004330060376898213
AIToolPlan to mostly use AI,Project planning,213,0.004330060376898213
AIToolPlan to mostly use AI,Deployment and monitoring,195,0.003964139781667379
AIToolPlan to mostly use AI,Debugging or fixing code,176,0.0035778902644792747
AIToolPlan to mostly use AI,Writing code,168,0.0034152588888211256
AIToolPlan to mostly use AI,Documenting code;Generating content or synthetic data;Creating or maintaining documentation,118,0.0023988127909576953
AIToolPlan to mostly use AI,Predictive analytics;Generating content or synthetic data,96,0.0019515765078977861
AIToolPlan to mostly use AI,Documenting code;Testing code;Creating or maintaining documentation,93,0.0018905897420259804
AIToolPlan to mostly use AI,Generating content or synthetic data;Creating or maintaining documentation,92,0.0018702608200687118
AIToolPlan to mostly use AI,Learning about a codebase;Generating content or synthetic data,90,0.0018296029761541745
AIToolPlan to mostly use AI,Testing code;Generating content or synthetic data,89,0.001809274054196906
AIToolPlan to mostly use AI,Documenting code;Testing code,87,0.0017686162102823688
AIToolPlan to mostly use AI,Testing code;Creating or maintaining documentation,77,0.0015653269907096826
AIToolPlan to mostly use AI,Search for answers;Generating content or synthetic data,70,0.0014230245370088024
AIToolPlan to mostly use AI,Documenting code;Generating content or synthetic data,69,0.0014026956150515338
AIToolPlan to mostly use AI,Search for answers;Learning new concepts or technologies,63,0.0012807220833079222
AIToolPlan to mostly use AI,Learning about a codebase;Creating or maintaining documentation,60,0.0012197353174361165
AIToolPlan to mostly use AI,Testing code;Predictive analytics,60,0.0012197353174361165
AIToolPlan to mostly use AI,Learning about a codebase;Documenting code;Creating or maintaining documentation,60,0.0012197353174361165
AIToolPlan to mostly use AI,Learning about a codebase;Learning new concepts or technologies,54,0.0010977617856925048
AIToolCurrently mostly AI,,37966,0.7718078510296599
AIToolCurrently mostly AI,Search for answers,1630,0.03313614279034783
AIToolCurrently mostly AI,Generating content or synthetic data,835,0.016974649834319285
AIToolCurrently mostly AI,Search for answers;Learning new concepts or technologies,511,0.010388079120164258
AIToolCurrently mostly AI,Learning new concepts or technologies,433,0.008802423207497306
AIToolCurrently mostly AI,Documenting code,283,0.0057530849139070155
AIToolCurrently mostly AI,Search for answers;Generating content or synthetic data,237,0.00481795450387266
AIToolCurrently mostly AI,Documenting code;Creating or maintaining documentation,213,0.004330060376898213
AIToolCurrently mostly AI,Testing code,212,0.004309731454940944
AIToolCurrently mostly AI,Debugging or fixing code,164,0.0033339432009920514
AIToolCurrently mostly AI,Debugging or fixing code;Search for answers,130,0.0026427598544449186
AIToolCurrently mostly AI,Creating or maintaining documentation,128,0.0026021020105303815
AIToolCurrently mostly AI,Documenting code;Generating content or synthetic data;Creating or maintaining documentation,122,0.00248012847878677
AIToolCurrently mostly AI,Learning about a codebase,119,0.002419141712914964
AIToolCurrently mostly AI,Writing code,118,0.0023988127909576953
AIToolCurrently mostly AI,Learning about a codebase;Project planning;Writing code;Documenting code;Debugging or fixing code;Testing code;Committing and reviewing code;Deployment and monitoring;Predictive analytics;Search for answers;Generating content or synthetic data;Creating or maintaining documentation;Learning new concepts or technologies,115,0.00233782602508589
AIToolCurrently mostly AI,Learning about a codebase;Search for answers;Learning new concepts or technologies,114,0.002317497103128621
AIToolCurrently mostly AI,Documenting code;Generating content or synthetic data,103,0.0020938789615986666
AIToolCurrently mostly AI,Predictive analytics,103,0.0020938789615986666
AIToolCurrently mostly AI,Search for answers;Generating content or synthetic data;Learning new concepts or technologies,100,0.0020328921957268606
AIToolCurrently mostly AI,Other (write in):,94,0.001910918663983249
AIToolCurrently mostly AI,Generating content or synthetic data;Learning new concepts or technologies,84,0.0017076294444105628
AIToolCurrently mostly AI,Learning about a codebase;Project planning;Writing code;Documenting code;Debugging or fixing code;Testing code;Committing and reviewing code;Deployment and monitoring;Predictive analytics;Search for answers;Generating content or synthetic data;Creating or maintaining documentation;Learning new concepts or technologies;Other (write in):,84,0.0017076294444105628
AIToolCurrently mostly AI,Documenting code;Search for answers,83,0.0016873005224532943
AIToolCurrently mostly AI,Project planning,73,0.0014840113028806083
AIToolCurrently mostly AI,Learning about a codebase;Search for answers,66,0.001341708849179728
AIToolCurrently mostly AI,Documenting code;Search for answers;Creating or maintaining documentation,65,0.0013213799272224593
AIToolCurrently mostly AI,Testing code;Generating content or synthetic data,63,0.0012807220833079222
AIToolCurrently mostly AI,Testing code;Search for answers,61,0.001240064239393385
AIToolCurrently mostly AI,Debugging or fixing code;Search for answers;Learning new concepts or technologies,60,0.0012197353174361165
AIFrustration,,17669,0.359191722062979
AIFrustration,"AI solutions that are almost right, but not quite",6188,0.12579536907157812
AIFrustration,"AI solutions that are almost right, but not quite;Debugging AI-generated code is more time-consuming",4680,0.09513935476001707
AIFrustration,I don’t use AI tools regularly,3696,0.07513569555406477
AIFrustration,Debugging AI-generated code is more time-consuming,1430,0.029070358398894106
AIFrustration,"AI solutions that are almost right, but not quite;I’ve become less confident in my own problem-solving",1354,0.027525360330141694
AIFrustration,"AI solutions that are almost right, but not quite;Debugging AI-generated code is more time-consuming;I’ve become less confident in my own problem-solving",1339,0.027220426500782664
AIFrustration,"AI solutions that are almost right, but not quite;Debugging AI-generated code is more time-consuming;It’s hard to understand how or why the code works",1164,0.023662865158260656
AIFrustration,"AI solutions that are almost right, but not quite;Debugging AI-generated code is more time-consuming;I’ve become less confident in my own problem-solving;It’s hard to understand how or why the code works",799,0.016242808643857617
AIFrustration,"AI solutions that are almost right, but not quite;I don’t use AI tools regularly",784,0.015937874814498588
AIFrustration,"AI solutions that are almost right, but not quite;Other (write in):",772,0.015693927751011364
AIFrustration,Other (write in):,720,0.014636823809233396
AIFrustration,I haven’t encountered any problems,711,0.01445386351161798
AIFrustration,"AI solutions that are almost right, but not quite;Debugging AI-generated code is more time-consuming;I don’t use AI tools regularly",709,0.014413205667703441
AIFrustration,"AI solutions that are almost right, but not quite;Debugging AI-generated code is more time-consuming;Other (write in):",671,0.013640706633327235
AIFrustration,I’ve become less confident in my own problem-solving,540,0.010977617856925047
AIFrustration,"AI solutions that are almost right, but not quite;It’s hard to understand how or why the code works",516,0.010489723729950601
AIFrustration,Debugging AI-generated code is more time-consuming;I don’t use AI tools regularly,507,0.010306763432335183
AIFrustration,Debugging AI-generated code is more time-consuming;I’ve become less confident in my own problem-solving,467,0.009493606554044439
AIFrustration,Debugging AI-generated code is more time-consuming;It’s hard to understand how or why the code works,408,0.008294200158565591
AIFrustration,"AI solutions that are almost right, but not quite;I’ve become less confident in my own problem-solving;It’s hard to understand how or why the code works",314,0.006383281494582342
AIFrustration,Debugging AI-generated code is more time-consuming;Other (write in):,310,0.006301965806753268
AIFrustration,Debugging AI-generated code is more time-consuming;I’ve become less confident in my own problem-solving;It’s hard to understand how or why the code works,302,0.0061393344310951194
AIFrustration,It’s hard to understand how or why the code works,281,0.005712427069992478
AIFrustration,"AI solutions that are almost right, but not quite;I haven’t encountered any problems",182,0.003699863796222886
AIFrustration,"AI solutions that are almost right, but not quite;Debugging AI-generated code is more time-consuming;I don’t use AI tools regularly;It’s hard to understand how or why the code works",181,0.0036795348742656177
AIFrustration,I don’t use AI tools regularly;Other (write in):,172,0.0034965745766502004
AIFrustration,I’ve become less confident in my own problem-solving;It’s hard to understand how or why the code works,168,0.0034152588888211256
AIFrustration,Debugging AI-generated code is more time-consuming;I don’t use AI tools regularly;It’s hard to understand how or why the code works,163,0.0033136142790347826
AIFrustration,"AI solutions that are almost right, but not quite;Debugging AI-generated code is more time-consuming;Other (write in):;It’s hard to understand how or why the code works",135,0.0027444044642312617
AIExplain,,22605,0.4595352808440568
AIExplain,No,6716,0.13652903986501597
AIExplain,no,3400,0.06911833465471326
AIExplain,No.,1121,0.022788721514098106
AIExplain,Yes,763,0.015510967453395946
AIExplain,yes,571,0.011607814437600374
AIExplain,NO,237,0.00481795450387266
AIExplain,Not at all,125,0.0025411152446585756
AIExplain,Absolutely not,118,0.0023988127909576953
AIExplain,Nope,115,0.00233782602508589
AIExplain,Absolutely not.,95,0.0019312475859405175
AIExplain,Hell no,76,0.001544998068752414
AIExplain,nope,73,0.0014840113028806083
AIExplain,Yes.,59,0.0011994063954788477
AIExplain,Not at all.,58,0.001179077473521579
AIExplain,Not really,51,0.0010367750198206989
AIExplain,Partially,50,0.0010164460978634303
AIExplain,Not yet,48,0.0009757882539488931
AIExplain,not at all,47,0.0009554593319916245
AIExplain,Somewhat,46,0.0009351304100343559
AIExplain,no.,44,0.0008944725661198187
AIExplain,not yet,40,0.0008131568782907443
AIExplain,fuck no,40,0.0008131568782907443
AIExplain,Fuck no,39,0.0007928279563334756
AIExplain,Sometimes,39,0.0007928279563334756
AIExplain,absolutely not,36,0.0007318411904616698
AIExplain,hell no,36,0.0007318411904616698
AIExplain,Nope.,34,0.0006911833465471326
AIExplain,sometimes,34,0.0006911833465471326
AIExplain,not really,33,0.000670854424589864
AIAgents,,17272,0.35112114004594336
AIAgents,"No, and I don't plan to",12082,0.24561403508771928
AIAgents,"No, but I plan to",5561,0.11304913500437072
AIAgents,"Yes, I use AI agents at work daily",4509,0.09166310910532414
AIAgents,"No, I use AI exclusively in copilot/autocomplete mode",4401,0.08946758553393913
AIAgents,"Yes, I use AI agents at work weekly",2868,0.05830334817344636
AIAgents,"Yes, I use AI agents at work monthly or infrequently",2498,0.05078164704925698
AIAgentChange,,17513,0.3560204102376451
AIAgentChange,Not at all or minimally,13097,0.2662478908743469
AIAgentChange,"Yes, somewhat",11171,0.2270943871846476
AIAgentChange,"Yes, to a great extent",5178,0.10526315789473684
AIAgentChange,"No, but my development work has changed somewhat due to non-AI factors",1410,0.028663779959748736
AIAgentChange,"No, but my development work has significantly changed due to non-AI factors",822,0.016710373848874794
AIAgent_Uses,,36871,0.7495476814864508
AIAgent_Uses,Software engineering,5937,0.12069280966030371
AIAgent_Uses,Software engineering;Data and analytics,664,0.013498404179626354
AIAgent_Uses,Software engineering;IT operations,471,0.009574922241873514
AIAgent_Uses,Data and analytics,301,0.00611900550913785
AIAgent_Uses,Software engineering;Business process automation,300,0.006098676587180582
AIAgent_Uses,IT operations,206,0.004187757923197333
AIAgent_Uses,Software engineering;Decision intelligence,190,0.003862495171881035
AIAgent_Uses,Business process automation,182,0.003699863796222886
AIAgent_Uses,Software engineering;IT operations;Data and analytics,181,0.0036795348742656177
AIAgent_Uses,Software engineering;Business process automation;Data and analytics,151,0.0030696672155475597
AIAgent_Uses,Software engineering;Customer service support,133,0.0027037466203167246
AIAgent_Uses,Other Industry purpose (write in):,128,0.0026021020105303815
AIAgent_Uses,Software engineering;Decision intelligence;Data and analytics,117,0.002378483869000427
AIAgent_Uses,Software engineering;Marketing,108,0.0021955235713850096
AIAgent_Uses,Software engineering;Cybersecurity,105,0.0021345368055132037
AIAgent_Uses,Customer service support,102,0.0020735500396413978
AIAgent_Uses,Software engineering;Business process automation;Decision intelligence;IT operations;Data and analytics;Customer service support;Marketing;Robotics;Cybersecurity,93,0.0018905897420259804
AIAgent_Uses,Software engineering;Business process automation;IT operations,90,0.0018296029761541745
AIAgent_Uses,Software engineering;Robotics,80,0.0016263137565814885
AIAgent_Uses,Business process automation;Data and analytics,79,0.00160598483462422
AIAgent_Uses,Software engineering;Business process automation;IT operations;Data and analytics,67,0.0013620377711369967
AIAgent_Uses,Cybersecurity,65,0.0013213799272224593
AIAgent_Uses,Software engineering;Business process automation;Customer service support,64,0.0013010510052651907
AIAgent_Uses,Marketing,64,0.0013010510052651907
AIAgent_Uses,Software engineering;Data and analytics;Customer service support,60,0.0012197353174361165
AIAgent_Uses,Business process automation;Customer service support,55,0.0011180907076497734
AIAgent_Uses,Decision intelligence,51,0.0010367750198206989
AIAgent_Uses,Software engineering;Business process automation;Decision intelligence,49,0.0009961171759061617
AIAgent_Uses,Software engineering;Decision intelligence;IT operations;Data and analytics,46,0.0009351304100343559
AgentUsesGeneral,,43386,0.8819906080380557
AgentUsesGeneral,Language processing,1003,0.02038990872314041
AgentUsesGeneral,Integration with external agents and APIs,485,0.009859527149275274
AgentUsesGeneral,MCP servers,455,0.009249659490557215
AgentUsesGeneral,Agent/multi-agent orchestration,229,0.0046553231282145105
AgentUsesGeneral,Multi-platform search enablement,222,0.00451302067451363
AgentUsesGeneral,Language processing;Integration with external agents and APIs,164,0.0033339432009920514
AgentUsesGeneral,Multi-platform search enablement;Language processing;Agent/multi-agent orchestration;Vector databases for AI applications;MCP servers;Integration with external agents and APIs;Personalized agent creation,162,0.0032932853570775142
AgentUsesGeneral,Multi-platform search enablement;Language processing,158,0.00321196966924844
AgentUsesGeneral,Vector databases for AI applications,142,0.002886706917932142
AgentUsesGeneral,Personalized agent creation,136,0.0027647333861885305
AgentUsesGeneral,Language processing;MCP servers,119,0.002419141712914964
AgentUsesGeneral,Other specific task (write in):,117,0.002378483869000427
AgentUsesGeneral,MCP servers;Integration with external agents and APIs,117,0.002378483869000427
AgentUsesGeneral,Language processing;Vector databases for AI applications,109,0.002215852493342278
AgentUsesGeneral,Agent/multi-agent orchestration;MCP servers,85,0.0017279583663678316
AgentUsesGeneral,Agent/multi-agent orchestration;Integration with external agents and APIs,83,0.0016873005224532943
AgentUsesGeneral,Agent/multi-agent orchestration;MCP servers;Integration with external agents and APIs,80,0.0016263137565814885
AgentUsesGeneral,Language processing;Agent/multi-agent orchestration,65,0.0013213799272224593
AgentUsesGeneral,Language processing;MCP servers;Integration with external agents and APIs,64,0.0013010510052651907
AgentUsesGeneral,Language processing;Personalized agent creation,59,0.0011994063954788477
AgentUsesGeneral,Vector databases for AI applications;Integration with external agents and APIs,55,0.0011180907076497734
AgentUsesGeneral,Vector databases for AI applications;MCP servers,53,0.001077432863735236
AgentUsesGeneral,Language processing;Agent/multi-agent orchestration;Vector databases for AI applications;MCP servers;Integration with external agents and APIs;Personalized agent creation,51,0.0010367750198206989
AgentUsesGeneral,Language processing;Agent/multi-agent orchestration;Vector databases for AI applications;MCP servers;Integration with external agents and APIs,47,0.0009554593319916245
AgentUsesGeneral,Multi-platform search enablement;Language processing;Integration with external agents and APIs,47,0.0009554593319916245
AgentUsesGeneral,Agent/multi-agent orchestration;Vector databases for AI applications;MCP servers;Integration with external agents and APIs,46,0.0009351304100343559
AgentUsesGeneral,Language processing;Agent/multi-agent orchestration;Integration with external agents and APIs,45,0.0009148014880770872
AgentUsesGeneral,Language processing;Vector databases for AI applications;Integration with external agents and APIs,45,0.0009148014880770872
AgentUsesGeneral,Language processing;Agent/multi-agent orchestration;MCP servers,42,0.0008538147222052814
AIAgentImpactSomewhat agree,,39045,0.7937427578215527
AIAgentImpactSomewhat agree,AI agents have accelerated my learning about new technologies or codebases.,387,0.007867292797462951
AIAgentImpactSomewhat agree,AI agents have helped me automate repetitive tasks.,387,0.007867292797462951
AIAgentImpactSomewhat agree,AI agents have reduced the time spent on specific development tasks.,354,0.007196438372873087
AIAgentImpactSomewhat agree,AI agents have increased my productivity.,343,0.0069728202313431315
AIAgentImpactSomewhat agree,AI agents have increased my productivity.;AI agents have reduced the time spent on specific development tasks.,337,0.0068508466995995205
AIAgentImpactSomewhat agree,AI agents have increased my productivity.;AI agents have helped me automate repetitive tasks.;AI agents have reduced the time spent on specific development tasks.,331,0.006728873167855909
AIAgentImpactSomewhat agree,AI agents have improved the quality of my code.,279,0.005671769226077941
AIAgentImpactSomewhat agree,AI agents have helped me solve complex problems more effectively.,261,0.0053058486308471065
AIAgentImpactSomewhat agree,AI agents have increased my productivity.;AI agents have helped me automate repetitive tasks.,259,0.005265190786932569
AIAgentImpactSomewhat agree,AI agents have increased my productivity.;AI agents have accelerated my learning about new technologies or codebases.;AI agents have reduced the time spent on specific development tasks.,252,0.005122888333231689
AIAgentImpactSomewhat agree,AI agents have increased my productivity.;AI agents have helped me automate repetitive tasks.;AI agents have accelerated my learning about new technologies or codebases.;AI agents have reduced the time spent on specific development tasks.,243,0.004939928035616271
AIAgentImpactSomewhat agree,AI agents have helped me automate repetitive tasks.;AI agents have reduced the time spent on specific development tasks.,240,0.004878941269744466
AIAgentImpactSomewhat agree,AI agents have increased my productivity.;AI agents have accelerated my learning about new technologies or codebases.,195,0.003964139781667379
AIAgentImpactSomewhat agree,AI agents have increased my productivity.;AI agents have accelerated my learning about new technologies or codebases.;AI agents have helped me solve complex problems more effectively.;AI agents have reduced the time spent on specific development tasks.,188,0.003821837327966498
AIAgentImpactSomewhat agree,AI agents have increased my productivity.;AI agents have helped me automate repetitive tasks.;AI agents have accelerated my learning about new technologies or codebases.;AI agents have helped me solve complex problems more effectively.;AI agents have reduced the time spent on specific development tasks.,185,0.003760850562094692
AIAgentImpactSomewhat agree,AI agents have helped me automate repetitive tasks.;AI agents have accelerated my learning about new technologies or codebases.,178,0.003618548108393812
AIAgentImpactSomewhat agree,AI agents have accelerated my learning about new technologies or codebases.;AI agents have reduced the time spent on specific development tasks.,177,0.0035982191864365434
AIAgentImpactSomewhat agree,AI agents have increased my productivity.;AI agents have helped me solve complex problems more effectively.;AI agents have reduced the time spent on specific development tasks.,171,0.0034762456546929316
AIAgentImpactSomewhat agree,AI agents have accelerated my learning about new technologies or codebases.;AI agents have helped me solve complex problems more effectively.,162,0.0032932853570775142
AIAgentImpactSomewhat agree,AI agents have increased my productivity.;AI agents have helped me solve complex problems more effectively.,154,0.003130653981419365
AIAgentImpactSomewhat agree,AI agents have increased my productivity.;AI agents have helped me automate repetitive tasks.;AI agents have accelerated my learning about new technologies or codebases.,154,0.003130653981419365
AIAgentImpactSomewhat agree,AI agents have helped me automate repetitive tasks.;AI agents have accelerated my learning about new technologies or codebases.;AI agents have reduced the time spent on specific development tasks.,148,0.003008680449675754
AIAgentImpactSomewhat agree,AI agents have increased my productivity.;AI agents have helped me automate repetitive tasks.;AI agents have improved the quality of my code.;AI agents have accelerated my learning about new technologies or codebases.;AI agents have helped me solve complex problems more effectively.;AI agents have reduced the time spent on specific development tasks.,145,0.002947693683803948
AIAgentImpactSomewhat agree,AI agents have increased my productivity.;AI agents have helped me automate repetitive tasks.;AI agents have helped me solve complex problems more effectively.;AI agents have reduced the time spent on specific development tasks.,140,0.0028460490740176048
AIAgentImpactSomewhat agree,AI agents have accelerated my learning about new technologies or codebases.;AI agents have helped me solve complex problems more effectively.;AI agents have reduced the time spent on specific development tasks.,133,0.0027037466203167246
AIAgentImpactSomewhat agree,AI agents have helped me solve complex problems more effectively.;AI agents have reduced the time spent on specific development tasks.,125,0.0025411152446585756
AIAgentImpactSomewhat agree,AI agents have increased my productivity.;AI agents have improved the quality of my code.,125,0.0025411152446585756
AIAgentImpactSomewhat agree,AI agents have improved the quality of my code.;AI agents have helped me solve complex problems more effectively.,121,0.0024597995568295013
AIAgentImpactSomewhat agree,AI agents have increased my productivity.;AI agents have improved the quality of my code.;AI agents have helped me solve complex problems more effectively.;AI agents have reduced the time spent on specific development tasks.,120,0.002439470634872233
AIAgentImpactNeutral,,39516,0.8033176800634262
AIAgentImpactNeutral,AI agents have improved collaboration within my team.,1269,0.02579740196377386
AIAgentImpactNeutral,AI agents have improved the quality of my code.,667,0.01355939094549816
AIAgentImpactNeutral,AI agents have improved the quality of my code.;AI agents have improved collaboration within my team.,549,0.011160578154540465
AIAgentImpactNeutral,AI agents have helped me solve complex problems more effectively.,397,0.008070582017035637
AIAgentImpactNeutral,AI agents have increased my productivity.;AI agents have helped me automate repetitive tasks.;AI agents have improved the quality of my code.;AI agents have accelerated my learning about new technologies or codebases.;AI agents have helped me solve complex problems more effectively.;AI agents have reduced the time spent on specific development tasks.;AI agents have improved collaboration within my team.;Write in the most significant benefit if not listed above.,363,0.007379398670488504
AIAgentImpactNeutral,AI agents have helped me automate repetitive tasks.,350,0.007115122685044012
AIAgentImpactNeutral,AI agents have accelerated my learning about new technologies or codebases.,301,0.00611900550913785
AIAgentImpactNeutral,AI agents have increased my productivity.,298,0.006058018743266044
AIAgentImpactNeutral,AI agents have helped me automate repetitive tasks.;AI agents have improved collaboration within my team.,245,0.0049805858795308085
AIAgentImpactNeutral,AI agents have helped me solve complex problems more effectively.;AI agents have improved collaboration within my team.,217,0.004411376064727288
AIAgentImpactNeutral,AI agents have reduced the time spent on specific development tasks.,216,0.004391047142770019
AIAgentImpactNeutral,AI agents have accelerated my learning about new technologies or codebases.;AI agents have improved collaboration within my team.,201,0.00408611331341099
AIAgentImpactNeutral,AI agents have increased my productivity.;AI agents have helped me automate repetitive tasks.;AI agents have improved the quality of my code.;AI agents have accelerated my learning about new technologies or codebases.;AI agents have helped me solve complex problems more effectively.;AI agents have reduced the time spent on specific development tasks.;AI agents have improved collaboration within my team.,190,0.003862495171881035
AIAgentImpactNeutral,AI agents have improved the quality of my code.;AI agents have helped me solve complex problems more effectively.,177,0.0035982191864365434
